Date,Time,UpTime,Fix,Satellites,Latitude,Longitude,Elevation,Yaw,Pitch,Roll,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,MagX,MagY,MagZ
00/00/2000,0:00:00,0:07:06,0,0,, ,,56.24,3.71,50.2,0,-0.04,0,-0.2,0.79,9.93,-26.67,32.53,-126.37
00/00/2000,0:00:00,0:07:06,0,0,, ,,56.24,3.69,50.18,0,-0.04,0,-0.19,0.79,9.94,-26.48,32.74,-126.54
00/00/2000,0:00:00,0:07:06,0,0,, ,,56.25,3.68,50.18,0,-0.04,0,-0.2,0.81,9.93,-26.35,32.86,-126.72
00/00/2000,0:00:00,0:07:06,0,0,, ,,56.26,3.69,50.2,0,-0.04,0,-0.19,0.79,9.93,-26.06,32.45,-126
00/00/2000,0:00:00,0:07:06,0,0,, ,,56.26,3.68,50.19,0,-0.04,0,-0.19,0.8,9.93,-26.13,32.74,-126.51
00/00/2000,0:00:00,0:07:07,0,0,, ,,56.27,3.68,50.18,0,-0.04,0,-0.19,0.79,9.93,-26,32.61,-126.37
00/00/2000,0:00:00,0:07:07,0,0,, ,,56.28,3.68,50.18,0,-0.04,0,-0.19,0.81,9.94,-25.93,32.68,-126.15
00/00/2000,0:00:00,0:07:07,0,0,, ,,56.28,3.69,50.18,0,-0.04,0,-0.19,0.79,9.93,-26.09,32.48,-125.8
00/00/2000,0:00:00,0:07:07,0,0,, ,,56.29,3.68,50.18,0,-0.04,0,-0.19,0.8,9.93,-26.18,32.52,-126.41
00/00/2000,0:00:00,0:07:07,0,0,, ,,56.29,3.69,50.18,0,-0.04,0,-0.19,0.8,9.94,-26.21,32.4,-125.56
00/00/2000,0:00:00,0:07:07,0,0,, ,,56.3,3.7,50.23,0,-0.04,0,-0.19,0.79,9.93,-26.62,31.99,-126.05
00/00/2000,0:00:00,0:07:08,0,0,, ,,56.3,3.68,50.24,0,-0.04,0,-0.2,0.81,9.93,-26.21,32.33,-126.28
00/00/2000,0:00:00,0:07:08,0,0,, ,,56.3,3.69,50.24,0,-0.04,0,-0.19,0.79,9.94,-25.9,32.17,-126.28
00/00/2000,0:00:00,0:07:08,0,0,, ,,56.3,3.69,50.22,0,-0.04,0,-0.19,0.79,9.93,-26.34,32.65,-127.02
00/00/2000,0:00:00,0:07:08,0,0,, ,,56.31,3.7,50.23,0,-0.04,0,-0.2,0.8,9.93,-26.47,32.29,-126.45
00/00/2000,0:00:00,0:07:08,0,0,, ,,56.3,3.67,50.22,0,-0.04,0,-0.18,0.8,9.93,-25.87,32.55,-126.6
00/00/2000,0:00:00,0:07:08,0,0,, ,,56.3,3.65,50.2,0,-0.04,0,-0.18,0.8,9.93,-26.15,32.49,-126.32
00/00/2000,0:00:00,0:07:09,0,0,, ,,56.32,3.68,50.24,0,-0.04,0,-0.2,0.8,9.93,-26.4,32.36,-126.7
00/00/2000,0:00:00,0:07:09,0,0,, ,,56.33,3.69,50.25,0,-0.04,0,-0.19,0.8,9.93,-26.05,32.08,-126.31
00/00/2000,0:00:00,0:07:09,0,0,, ,,56.32,3.65,50.21,0,-0.04,0,-0.19,0.8,9.92,-26.12,32.74,-125.8
00/00/2000,0:00:00,0:07:09,0,0,, ,,56.32,3.65,50.2,0,-0.04,0,-0.19,0.8,9.93,-26.07,32.58,-126.59
00/00/2000,0:00:00,0:07:09,0,0,, ,,56.32,3.67,50.23,0,-0.04,0,-0.19,0.8,9.93,-26,32.13,-126.63
00/00/2000,0:00:00,0:07:09,0,0,, ,,56.33,3.67,50.23,0,-0.04,0,-0.19,0.8,9.94,-26.38,32.51,-126.73
00/00/2000,0:00:00,0:07:10,0,0,, ,,56.33,3.65,50.24,0,-0.04,0,-0.19,0.8,9.93,-26.31,32.34,-126.59
00/00/2000,0:00:00,0:07:10,0,0,, ,,56.32,3.66,50.21,0,-0.04,0,-0.2,0.8,9.94,-26.29,32.61,-126.45
00/00/2000,0:00:00,0:07:10,0,0,, ,,56.33,3.67,50.24,0,-0.04,0,-0.19,0.79,9.93,-26.4,32.04,-126.53
00/00/2000,0:00:00,0:07:10,0,0,, ,,56.33,3.68,50.24,0,-0.04,0,-0.19,0.8,9.93,-26.35,32.27,-126.43
00/00/2000,0:00:00,0:07:10,0,0,, ,,56.33,3.67,50.26,0,-0.04,0,-0.18,0.8,9.94,-26.45,32.1,-126.5
00/00/2000,0:00:00,0:07:10,0,0,, ,,56.33,3.67,50.26,0,-0.04,0,-0.2,0.8,9.93,-26.15,32.15,-126.24
00/00/2000,0:00:00,0:07:11,0,0,, ,,56.34,3.65,50.23,0,-0.04,0,-0.18,0.8,9.93,-26.16,32.53,-126.72
00/00/2000,0:00:00,0:07:11,0,0,, ,,56.34,3.62,50.21,0,-0.04,0,-0.19,0.8,9.94,-26.51,32.71,-126.32
00/00/2000,0:00:00,0:07:11,0,0,, ,,56.33,3.62,50.19,0,-0.04,0,-0.2,0.79,9.94,-26.54,32.7,-126.34
00/00/2000,0:00:00,0:07:11,0,0,, ,,56.32,3.69,50.23,0,-0.04,0,-0.2,0.8,9.94,-25.74,32.08,-126.7
00/00/2000,0:00:00,0:07:11,0,0,, ,,56.33,3.68,50.25,0,-0.04,0,-0.19,0.8,9.94,-26.73,32.02,-125.71
00/00/2000,0:00:00,0:07:11,0,0,, ,,56.34,3.67,50.22,0,-0.04,0,-0.2,0.79,9.94,-26.16,32.52,-126.21
00/00/2000,0:00:00,0:07:12,0,0,, ,,56.34,3.65,50.19,0,-0.04,0,-0.2,0.8,9.94,-26.5,32.58,-126
00/00/2000,0:00:00,0:07:12,0,0,, ,,56.35,3.65,50.19,0,-0.04,0,-0.19,0.8,9.94,-26.51,32.46,-125.94
00/00/2000,0:00:00,0:07:12,0,0,, ,,56.33,3.65,50.19,0,-0.04,0,-0.18,0.79,9.94,-25.96,32.4,-125.88
00/00/2000,0:00:00,0:07:12,0,0,, ,,56.32,3.67,50.2,0,-0.04,0,-0.2,0.8,9.93,-25.99,32.34,-126.21
00/00/2000,0:00:00,0:07:12,0,0,, ,,56.32,3.67,50.23,0,-0.04,0,-0.19,0.8,9.93,-26.44,32.3,-126.63
00/00/2000,0:00:00,0:07:12,0,0,, ,,56.31,3.67,50.23,0,-0.04,0,-0.19,0.79,9.92,-26.24,32.37,-126.44
00/00/2000,0:00:00,0:07:13,0,0,, ,,56.3,3.66,50.2,0,-0.04,0,-0.2,0.79,9.94,-26.32,32.43,-125.8
00/00/2000,0:00:00,0:07:13,0,0,, ,,56.3,3.67,50.2,0,-0.04,0,-0.19,0.79,9.94,-26.03,32.18,-125.97
00/00/2000,0:00:00,0:07:13,0,0,, ,,56.32,3.68,50.21,0,-0.04,0,-0.19,0.79,9.94,-26.67,32.15,-125.93
00/00/2000,0:00:00,0:07:13,0,0,, ,,56.31,3.68,50.2,0,-0.04,0,-0.19,0.79,9.94,-26.07,32.3,-126.28
00/00/2000,0:00:00,0:07:13,0,0,, ,,56.32,3.68,50.21,0,-0.04,0,-0.19,0.8,9.93,-26.24,32.36,-126.28
00/00/2000,0:00:00,0:07:13,0,0,, ,,56.32,3.69,50.2,0,-0.04,0,-0.19,0.79,9.94,-26.44,32.24,-125.9
00/00/2000,0:00:00,0:07:14,0,0,, ,,56.3,3.67,50.22,0,-0.04,0,-0.19,0.8,9.94,-26.73,32.51,-126.66
00/00/2000,0:00:00,0:07:14,0,0,, ,,56.32,3.7,50.27,0,-0.04,0,-0.19,0.8,9.94,-25.96,32.02,-126.62
00/00/2000,0:00:00,0:07:14,0,0,, ,,56.33,3.72,50.27,0,-0.04,0,-0.2,0.79,9.93,-26.35,31.89,-126.03
00/00/2000,0:00:00,0:07:14,0,0,, ,,56.32,3.68,50.23,0,-0.04,0,-0.2,0.79,9.94,-26.37,32.59,-126.1
00/00/2000,0:00:00,0:07:14,0,0,, ,,56.32,3.67,50.21,0,-0.04,0,-0.2,0.79,9.94,-26.44,32.75,-126.78
00/00/2000,0:00:00,0:07:14,0,0,, ,,56.33,3.69,50.24,0,-0.04,0,-0.2,0.8,9.93,-26.35,32.14,-126.63
00/00/2000,0:00:00,0:07:15,0,0,, ,,56.32,3.68,50.21,0,-0.04,0,-0.2,0.79,9.93,-26.28,32.27,-126.03
00/00/2000,0:00:00,0:07:15,0,0,, ,,56.31,3.68,50.21,0,-0.04,0,-0.2,0.8,9.94,-26.28,32.32,-126.06
00/00/2000,0:00:00,0:07:15,0,0,, ,,56.31,3.71,50.23,0,-0.04,0,-0.2,0.8,9.93,-26.25,32.14,-126.03
00/00/2000,0:00:00,0:07:15,0,0,, ,,56.3,3.7,50.19,0,-0.04,0,-0.2,0.79,9.93,-26.38,32.86,-126.81
00/00/2000,0:00:00,0:07:15,0,0,, ,,56.3,3.69,50.19,0,-0.04,0,-0.2,0.8,9.93,-26.48,32.62,-126.47
00/00/2000,0:00:00,0:07:15,0,0,, ,,56.31,3.69,50.2,0,-0.04,0,-0.19,0.79,9.92,-26.21,32.33,-126.16
00/00/2000,0:00:00,0:07:16,0,0,, ,,56.32,3.7,50.24,0,-0.04,0,-0.19,0.8,9.94,-26.45,32.21,-126.37
00/00/2000,0:00:00,0:07:16,0,0,, ,,56.33,3.71,50.25,0,-0.04,0,-0.2,0.8,9.94,-26.25,32.27,-126.81
00/00/2000,0:00:00,0:07:16,0,0,, ,,56.33,3.71,50.25,0,-0.04,0,-0.19,0.8,9.94,-26,32.13,-126.64
00/00/2000,0:00:00,0:07:16,0,0,, ,,56.32,3.7,50.26,0,-0.04,0,-0.19,0.8,9.94,-25.9,32.08,-126.24
00/00/2000,0:00:00,0:07:16,0,0,, ,,56.32,3.73,50.28,0,-0.04,0,-0.19,0.8,9.94,-26.05,31.94,-127.05
00/00/2000,0:00:00,0:07:16,0,0,, ,,56.32,3.69,50.22,0,-0.04,0,-0.19,0.79,9.93,-26.26,32.74,-126.7
00/00/2000,0:00:00,0:07:17,0,0,, ,,56.3,3.69,50.17,0,-0.04,0,-0.2,0.79,9.94,-25.74,32.53,-126.38
00/00/2000,0:00:00,0:07:17,0,0,, ,,56.31,3.71,50.21,0,-0.04,0,-0.18,0.79,9.93,-26.12,32.04,-126.94
00/00/2000,0:00:00,0:07:17,0,0,, ,,56.31,3.7,50.23,0,-0.04,0,-0.19,0.8,9.93,-26.41,32.42,-126.47
00/00/2000,0:00:00,0:07:17,0,0,, ,,56.33,3.73,50.24,0,-0.04,0,-0.2,0.79,9.93,-26.13,31.82,-125.59
00/00/2000,0:00:00,0:07:17,0,0,, ,,56.32,3.7,50.22,0,-0.04,0,-0.2,0.8,9.94,-26.22,32.58,-126.19
00/00/2000,0:00:00,0:07:17,0,0,, ,,56.32,3.74,50.25,0,-0.04,0,-0.19,0.79,9.93,-25.68,31.79,-126.59
00/00/2000,0:00:00,0:07:18,0,0,, ,,56.31,3.7,50.23,0,-0.04,0,-0.2,0.8,9.93,-25.96,32.26,-126.13
00/00/2000,0:00:00,0:07:18,0,0,, ,,56.3,3.7,50.24,0,-0.04,0,-0.19,0.8,9.93,-26.16,32.3,-126.62
00/00/2000,0:00:00,0:07:18,0,0,, ,,56.29,3.7,50.24,0,-0.04,0,-0.19,0.79,9.93,-26.21,32.29,-126.86
00/00/2000,0:00:00,0:07:18,0,0,, ,,56.29,3.69,50.21,0,-0.04,0,-0.2,0.8,9.93,-26.28,32.64,-126.47
00/00/2000,0:00:00,0:07:18,0,0,, ,,56.29,3.7,50.21,0,-0.04,0,-0.19,0.79,9.93,-26.34,32.13,-125.9
00/00/2000,0:00:00,0:07:18,0,0,, ,,56.3,3.69,50.21,0,-0.04,0,-0.19,0.79,9.93,-26.56,32.3,-126.07
00/00/2000,0:00:00,0:07:19,0,0,, ,,56.31,3.73,50.24,0,-0.04,0,-0.2,0.79,9.94,-26.19,32.13,-126.19
00/00/2000,0:00:00,0:07:19,0,0,, ,,56.31,3.69,50.2,0,-0.04,0,-0.19,0.8,9.94,-25.93,32.71,-126.37
00/00/2000,0:00:00,0:07:19,0,0,, ,,56.3,3.7,50.21,0,-0.04,0,-0.19,0.79,9.93,-26.28,32.36,-126.63
00/00/2000,0:00:00,0:07:19,0,0,, ,,56.31,3.71,50.22,0,-0.04,0,-0.2,0.8,9.93,-26.54,32.27,-126.38
00/00/2000,0:00:00,0:07:19,0,0,, ,,56.31,3.7,50.22,0,-0.04,0,-0.19,0.79,9.93,-26.45,32.53,-127.19
00/00/2000,0:00:00,0:07:19,0,0,, ,,56.32,3.7,50.23,0,-0.04,0,-0.2,0.8,9.93,-26.6,32.23,-125.94
00/00/2000,0:00:00,0:07:20,0,0,, ,,56.32,3.74,50.28,0,-0.04,0,-0.2,0.8,9.93,-26.48,32.21,-127.49
00/00/2000,0:00:00,0:07:20,0,0,, ,,56.34,3.7,50.24,0,-0.04,0,-0.2,0.8,9.95,-26.72,32.43,-125.49
00/00/2000,0:00:00,0:07:20,0,0,, ,,56.34,3.66,50.2,0,-0.04,0,-0.19,0.79,9.94,-26.7,32.83,-126.86
00/00/2000,0:00:00,0:07:20,0,0,, ,,56.34,3.64,50.17,0,-0.04,0,-0.2,0.8,9.94,-26.35,32.94,-125.91
00/00/2000,0:00:00,0:07:20,0,0,, ,,56.34,3.63,50.15,0,-0.04,0,-0.18,0.79,9.95,-26.28,32.7,-125.56
00/00/2000,0:00:00,0:07:20,0,0,, ,,56.34,3.63,50.18,0,-0.04,0,-0.19,0.8,9.94,-26.64,32.48,-125.99
00/00/2000,0:00:00,0:07:21,0,0,, ,,56.33,3.66,50.18,0,-0.04,0,-0.2,0.79,9.94,-26.73,32.48,-125.88
00/00/2000,0:00:00,0:07:21,0,0,, ,,56.33,3.69,50.21,0,-0.04,0,-0.19,0.79,9.95,-26.48,32.42,-126.98
00/00/2000,0:00:00,0:07:21,0,0,, ,,56.32,3.69,50.22,0,-0.04,0,-0.18,0.8,9.94,-26.29,32.23,-127.1
00/00/2000,0:00:00,0:07:21,0,0,, ,,56.32,3.69,50.23,0,-0.04,0,-0.19,0.79,9.94,-26.32,32.27,-127.13
00/00/2000,0:00:00,0:07:21,0,0,, ,,56.33,3.69,50.23,0,-0.04,0,-0.19,0.79,9.93,-26.29,31.98,-125.34
00/00/2000,0:00:00,0:07:21,0,0,, ,,56.33,3.71,50.28,0,-0.04,0,-0.19,0.8,9.94,-26.53,31.75,-126.37
00/00/2000,0:00:00,0:07:22,0,0,, ,,56.34,3.73,50.31,0,-0.04,0,-0.2,0.79,9.94,-26.53,31.89,-126.78
00/00/2000,0:00:00,0:07:22,0,0,, ,,56.34,3.71,50.31,0,-0.04,0,-0.2,0.8,9.94,-26.7,32.08,-127.11
00/00/2000,0:00:00,0:07:22,0,0,, ,,56.34,3.66,50.26,0,-0.04,0,-0.19,0.8,9.95,-26.54,32.56,-126.59
00/00/2000,0:00:00,0:07:22,0,0,, ,,56.33,3.69,50.27,0,-0.04,0,-0.2,0.79,9.94,-25.87,31.89,-126.31
00/00/2000,0:00:00,0:07:22,0,0,, ,,56.33,3.69,50.24,0,-0.04,0,-0.19,0.79,9.95,-26.18,32.3,-126.76
00/00/2000,0:00:00,0:07:22,0,0,, ,,56.33,3.67,50.21,0,-0.04,0,-0.19,0.8,9.94,-26.54,32.49,-126.25
00/00/2000,0:00:00,0:07:23,0,0,, ,,56.33,3.68,50.25,0,-0.04,0,-0.19,0.8,9.94,-26.41,32.37,-127.29
00/00/2000,0:00:00,0:07:23,0,0,, ,,56.32,3.7,50.23,0,-0.04,0,-0.2,0.79,9.94,-26.34,32.52,-126.89
00/00/2000,0:00:00,0:07:23,0,0,, ,,56.32,3.7,50.25,0,-0.04,0,-0.19,0.8,9.94,-26.24,32.24,-127.1
00/00/2000,0:00:00,0:07:23,0,0,, ,,56.31,3.69,50.23,0,-0.04,0,-0.19,0.79,9.95,-26.44,32.52,-126.45
00/00/2000,0:00:00,0:07:23,0,0,, ,,56.31,3.7,50.21,0,-0.04,0,-0.2,0.79,9.94,-25.77,32.53,-126.57
00/00/2000,0:00:00,0:07:23,0,0,, ,,56.31,3.69,50.21,0,-0.04,0,-0.19,0.79,9.95,-26.07,32.24,-126.35
00/00/2000,0:00:00,0:07:24,0,0,, ,,56.3,3.69,50.16,0,-0.04,0,-0.19,0.79,9.96,-26.35,32.55,-125.93
00/00/2000,0:00:00,0:07:24,0,0,, ,,56.31,3.7,50.19,0,-0.04,0,-0.2,0.81,9.94,-26.05,32.37,-125.96
00/00/2000,0:00:00,0:07:24,0,0,, ,,56.3,3.71,50.18,0,-0.04,0,-0.19,0.79,9.96,-26.05,32.37,-126.28
00/00/2000,0:00:00,0:07:24,0,0,, ,,56.32,3.7,50.19,0,-0.04,0,-0.19,0.8,9.95,-26.12,32.33,-125.86
00/00/2000,0:00:00,0:07:24,0,0,, ,,56.32,3.68,50.17,0,-0.04,0,-0.19,0.8,9.94,-26,32.71,-125.96
00/00/2000,0:00:00,0:07:24,0,0,, ,,56.33,3.67,50.2,0,-0.04,0,-0.19,0.8,9.95,-26.47,32.2,-125.96
00/00/2000,0:00:00,0:07:25,0,0,, ,,56.31,3.63,50.19,0,-0.04,0,-0.19,0.8,9.95,-26.51,32.51,-125.61
00/00/2000,0:00:00,0:07:25,0,0,, ,,56.32,3.64,50.2,0,-0.04,0,-0.19,0.8,9.95,-26.34,32.53,-126.34
00/00/2000,0:00:00,0:07:25,0,0,, ,,56.31,3.65,50.2,0,-0.04,0,-0.19,0.79,9.96,-26.05,32.26,-125.81
00/00/2000,0:00:00,0:07:25,0,0,, ,,56.32,3.68,50.23,0,-0.04,0,-0.2,0.8,9.96,-25.87,32.05,-125.39
00/00/2000,0:00:00,0:07:25,0,0,, ,,56.31,3.65,50.18,0,-0.04,0,-0.2,0.81,9.95,-25.97,32.67,-125.56
00/00/2000,0:00:00,0:07:25,0,0,, ,,56.31,3.65,50.19,0,-0.04,0,-0.19,0.8,9.95,-26.28,32.56,-126.21
00/00/2000,0:00:00,0:07:26,0,0,, ,,56.34,3.72,50.29,0,-0.04,0,-0.19,0.79,9.96,-26.64,31.95,-127
00/00/2000,0:00:00,0:07:26,0,0,, ,,56.34,3.7,50.24,0,-0.04,0,-0.19,0.79,9.95,-26.37,32.37,-126.64
00/00/2000,0:00:00,0:07:26,0,0,, ,,56.34,3.68,50.24,0,-0.04,0,-0.19,0.8,9.94,-26.43,32.11,-126.26
00/00/2000,0:00:00,0:07:26,0,0,, ,,56.33,3.66,50.23,0,-0.04,0,-0.19,0.8,9.95,-26.41,32.32,-125.87
00/00/2000,0:00:00,0:07:26,0,0,, ,,56.32,3.67,50.23,0,-0.04,0,-0.2,0.8,9.95,-26.28,32.43,-126.62
00/00/2000,0:00:00,0:07:26,0,0,, ,,56.33,3.7,50.24,0,-0.04,0,-0.2,0.8,9.95,-26.28,32.33,-127.13
00/00/2000,0:00:00,0:07:27,0,0,, ,,56.32,3.66,50.21,0,-0.04,0,-0.19,0.8,9.95,-25.99,32.51,-126.34
00/00/2000,0:00:00,0:07:27,0,0,, ,,56.31,3.66,50.18,0,-0.04,0,-0.2,0.8,9.96,-25.68,32.55,-125.62
00/00/2000,0:00:00,0:07:27,0,0,, ,,56.3,3.65,50.18,0,-0.04,0,-0.19,0.81,9.96,-26.07,32.65,-126.31
00/00/2000,0:00:00,0:07:27,0,0,, ,,56.3,3.65,50.19,0,-0.04,0,-0.2,0.8,9.96,-26.63,32.26,-125.3
00/00/2000,0:00:00,0:07:27,0,0,, ,,56.3,3.66,50.19,0,-0.04,0,-0.19,0.8,9.95,-26.03,32.39,-126.02
00/00/2000,0:00:00,0:07:27,0,0,, ,,56.31,3.65,50.21,0,-0.04,0,-0.19,0.81,9.96,-26.59,32.37,-126.44
00/00/2000,0:00:00,0:07:28,0,0,, ,,56.32,3.66,50.18,0,-0.04,0,-0.2,0.8,9.95,-26.89,32.52,-125.77
00/00/2000,0:00:00,0:07:28,0,0,, ,,56.32,3.67,50.18,0,-0.04,0,-0.19,0.8,9.96,-26.1,32.36,-125.96
00/00/2000,0:00:00,0:07:28,0,0,, ,,56.31,3.67,50.16,0,-0.04,0,-0.19,0.8,9.96,-26.12,32.65,-126.18
00/00/2000,0:00:00,0:07:28,0,0,, ,,56.31,3.69,50.19,0,-0.04,0,-0.19,0.81,9.95,-25.86,32.39,-126.41
00/00/2000,0:00:00,0:07:28,0,0,, ,,56.31,3.69,50.22,0,-0.04,0,-0.2,0.8,9.95,-26.35,32.15,-126.16
00/00/2000,0:00:00,0:07:28,0,0,, ,,56.31,3.69,50.22,0,-0.04,0,-0.2,0.8,9.96,-26.4,32.51,-126.64
00/00/2000,0:00:00,0:07:29,0,0,, ,,56.31,3.71,50.19,0,-0.04,0,-0.2,0.8,9.95,-26.18,32.81,-127.38
00/00/2000,0:00:00,0:07:29,0,0,, ,,56.31,3.69,50.19,0,-0.04,0,-0.19,0.8,9.95,-26.45,32.51,-126.47
00/00/2000,0:00:00,0:07:29,0,0,, ,,56.3,3.69,50.18,0,-0.04,0,-0.2,0.8,9.95,-26.21,32.59,-126.38
00/00/2000,0:00:00,0:07:29,0,0,, ,,56.29,3.69,50.19,0,-0.04,0,-0.19,0.8,9.95,-26.13,32.52,-126.59
00/00/2000,0:00:00,0:07:29,0,0,, ,,56.29,3.69,50.16,0,-0.04,0,-0.19,0.79,9.95,-26.25,32.83,-126.51
00/00/2000,0:00:00,0:07:29,0,0,, ,,56.29,3.7,50.19,0,-0.04,0,-0.19,0.8,9.95,-26.41,32.27,-126.88
00/00/2000,0:00:00,0:07:30,0,0,, ,,56.29,3.7,50.21,0,-0.04,0,-0.2,0.8,9.95,-26.22,32.36,-126.47
00/00/2000,0:00:00,0:07:30,0,0,, ,,56.29,3.69,50.21,0,-0.04,0,-0.18,0.8,9.95,-26.31,32.53,-126.63
00/00/2000,0:00:00,0:07:30,0,0,, ,,56.28,3.71,50.21,0,-0.04,0,-0.2,0.79,9.95,-26.09,32.4,-126.79
00/00/2000,0:00:00,0:07:30,0,0,, ,,56.27,3.7,50.19,0,-0.04,0,-0.2,0.8,9.94,-26.13,32.8,-126.79
00/00/2000,0:00:00,0:07:30,0,0,, ,,56.28,3.71,50.19,0,-0.04,0,-0.19,0.8,9.95,-25.97,32.45,-126.45
00/00/2000,0:00:00,0:07:30,0,0,, ,,56.29,3.7,50.18,0,-0.04,0,-0.2,0.8,9.96,-26.47,32.7,-126.72
00/00/2000,0:00:00,0:07:31,0,0,, ,,56.29,3.69,50.22,0,-0.04,0,-0.19,0.8,9.95,-26.67,32.32,-126.44
00/00/2000,0:00:00,0:07:31,0,0,, ,,56.29,3.69,50.21,0,-0.04,0,-0.2,0.79,9.94,-26.54,32.56,-126.26
00/00/2000,0:00:00,0:07:31,0,0,, ,,56.3,3.69,50.19,0,-0.04,0,-0.2,0.8,9.95,-26.43,32.74,-126.94
00/00/2000,0:00:00,0:07:31,0,0,, ,,56.3,3.68,50.2,0,-0.04,0,-0.19,0.8,9.93,-26.35,32.68,-127.3
00/00/2000,0:00:00,0:07:31,0,0,, ,,56.31,3.7,50.22,0,-0.04,0,-0.2,0.79,9.94,-26.32,32.36,-126.89
00/00/2000,0:00:00,0:07:31,0,0,, ,,56.31,3.66,50.21,0,-0.04,0,-0.19,0.8,9.94,-26.7,32.49,-126.02
00/00/2000,0:00:00,0:07:32,0,0,, ,,56.32,3.7,50.23,0,-0.04,0,-0.19,0.8,9.94,-25.97,32.42,-127.02
00/00/2000,0:00:00,0:07:32,0,0,, ,,56.31,3.69,50.2,0,-0.04,0,-0.19,0.8,9.94,-26.07,32.64,-126.12
00/00/2000,0:00:00,0:07:32,0,0,, ,,56.3,3.66,50.15,0,-0.04,0,-0.2,0.79,9.95,-26.53,33.08,-126.82
00/00/2000,0:00:00,0:07:32,0,0,, ,,56.31,3.68,50.2,0,-0.04,0,-0.19,0.8,9.94,-26.5,32.46,-127.24
00/00/2000,0:00:00,0:07:32,0,0,, ,,56.32,3.7,50.22,0,-0.04,0,-0.19,0.8,9.95,-26.18,32.43,-127.3
00/00/2000,0:00:00,0:07:32,0,0,, ,,56.33,3.72,50.26,0,-0.04,0,-0.2,0.8,9.94,-26.34,32.02,-126.73
00/00/2000,0:00:00,0:07:33,0,0,, ,,56.32,3.64,50.21,0,-0.04,0,-0.19,0.79,9.94,-26.66,32.52,-126
00/00/2000,0:00:00,0:07:33,0,0,, ,,56.33,3.67,50.21,0,-0.04,0,-0.2,0.79,9.94,-26.31,32.48,-126.89
00/00/2000,0:00:00,0:07:33,0,0,, ,,56.32,3.65,50.18,0,-0.04,0,-0.2,0.8,9.94,-26.34,32.78,-126.21
00/00/2000,0:00:00,0:07:33,0,0,, ,,56.34,3.7,50.25,0,-0.04,0,-0.2,0.8,9.94,-26.78,31.79,-127.01
00/00/2000,0:00:00,0:07:33,0,0,, ,,56.34,3.68,50.23,0,-0.04,0,-0.19,0.8,9.95,-26.07,32.42,-126.54
00/00/2000,0:00:00,0:07:33,0,0,, ,,56.34,3.7,50.24,0,-0.04,0,-0.2,0.79,9.94,-26.56,32.24,-126.73
00/00/2000,0:00:00,0:07:34,0,0,, ,,56.34,3.65,50.19,0,-0.04,0,-0.19,0.8,9.94,-26.62,32.74,-126.97
00/00/2000,0:00:00,0:07:34,0,0,, ,,56.34,3.66,50.2,0,-0.04,0,-0.19,0.8,9.95,-26.72,32.7,-127.1
00/00/2000,0:00:00,0:07:34,0,0,, ,,56.32,3.66,50.17,0,-0.04,0,-0.2,0.79,9.94,-26.67,32.89,-126.72
00/00/2000,0:00:00,0:07:34,0,0,, ,,56.32,3.66,50.17,0,-0.04,0,-0.19,0.8,9.94,-26.62,32.86,-126.73
00/00/2000,0:00:00,0:07:34,0,0,, ,,56.3,3.67,50.17,0,-0.04,0,-0.19,0.79,9.93,-26.54,32.93,-127.35
00/00/2000,0:00:00,0:07:34,0,0,, ,,56.29,3.67,50.14,0,-0.04,0,-0.2,0.79,9.94,-26.66,33.06,-126.83
00/00/2000,0:00:00,0:07:35,0,0,, ,,56.3,3.69,50.18,0,-0.04,0,-0.2,0.79,9.94,-26.38,32.62,-126.56
00/00/2000,0:00:00,0:07:35,0,0,, ,,56.3,3.72,50.21,0,-0.04,0,-0.19,0.79,9.95,-26.51,32.51,-127.9
00/00/2000,0:00:00,0:07:35,0,0,, ,,56.31,3.68,50.2,0,-0.04,0,-0.19,0.81,9.94,-26.26,32.87,-127.07
00/00/2000,0:00:00,0:07:35,0,0,, ,,56.29,3.69,50.19,0,-0.04,0,-0.2,0.8,9.94,-26.21,32.58,-126.29
00/00/2000,0:00:00,0:07:35,0,0,, ,,56.3,3.69,50.19,0,-0.04,0,-0.2,0.8,9.93,-26.53,32.74,-126.44
00/00/2000,0:00:00,0:07:35,0,0,, ,,56.3,3.67,50.17,0,-0.04,0,-0.2,0.8,9.94,-26.31,32.67,-125.58
00/00/2000,0:00:00,0:07:36,0,0,, ,,56.29,3.65,50.14,0,-0.04,0,-0.19,0.79,9.95,-26.59,32.83,-126.63
00/00/2000,0:00:00,0:07:36,0,0,, ,,56.3,3.66,50.13,0,-0.04,0,-0.2,0.79,9.95,-26.59,32.74,-125.93
00/00/2000,0:00:00,0:07:36,0,0,, ,,56.3,3.69,50.15,0,-0.04,0,-0.19,0.8,9.95,-26.43,32.7,-126.7
00/00/2000,0:00:00,0:07:36,0,0,, ,,56.29,3.69,50.13,0,-0.04,0,-0.19,0.8,9.94,-25.26,32.84,-126.22
00/00/2000,0:00:00,0:07:36,0,0,, ,,56.29,3.71,50.15,0,-0.04,0,-0.2,0.79,9.95,-26.44,32.61,-126.56
00/00/2000,0:00:00,0:07:36,0,0,, ,,56.29,3.7,50.16,0,-0.04,0,-0.2,0.8,9.94,-26.41,32.7,-126.37
